InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
INV108543,USB852,Usb Flash Drive,1,2020-05-01 16:59:59,3.4,C1175,United Kingdom,3.4
INV108544,TSHIRT219,Company T-Shirt,1,2023-04-02 08:54:32,13.17,C2562,USA,13.17
INV108545,PHONEC538,Phone Charger,1,2023-10-06 04:19:42,35.58,C1028,Germany,35.58
INV108546,NOTE750,Notebook A4,5,2020-06-25 12:29:53,18.39,C2683,USA,91.95
INV108547,BOOK763,Technical Book,1,2020-07-01 08:24:32,14.69,C1783,United Kingdom,14.69
INV108548,TSHIRT464,Company T-Shirt,1,2022-06-21 23:49:34,1.7,C2443,United Kingdom,1.7
INV108549,TSHIRT408,Company T-Shirt,2,2021-11-18 20:05:51,17.62,C1084,United Kingdom,35.24
INV108550,PHONEC233,Phone Charger,3,2023-04-17 05:00:58,48.93,C2312,Germany,146.79
INV108551,BOOK798,Technical Book,1,2023-03-14 22:40:53,39.44,C1047,France,39.44
INV108552,BOOK908,Technical Book,1,2021-09-27 22:05:58,1.77,C2332,United Kingdom,1.77
INV108553,USB456,Usb Flash Drive,1,2022-06-14 23:38:02,42.17,C1495,United Kingdom,42.17
INV108554,PHONEC907,Phone Charger,1,2020-03-24 08:12:05,26.3,C2745,France,26.3
INV108555,PHONEC399,Phone Charger,2,2021-03-21 14:41:20,6.04,C1432,Spain,12.08
INV108556,MUG433,Coffee Mug,2,2021-09-15 13:12:35,28.36,C2783,Spain,56.72
INV108557,NOTE636,Notebook A4,1,2022-09-19 01:23:50,19.34,C2876,Germany,19.34
INV108558,USB992,Usb Flash Drive,1,2020-05-12 10:48:20,14.96,C1482,France,14.96
INV108559,TSHIRT751,Company T-Shirt,1,2021-07-11 23:33:10,5.81,C1376,USA,5.81
INV108560,BOOK787,Technical Book,5,2022-04-02 09:01:17,27.67,C2254,Netherlands,138.35000000000002
INV108561,PEN465,"Pen, Blue Ink",3,2020-03-12 09:27:39,14.91,C2577,Spain,44.730000000000004
INV108562,PHONEC818,Phone Charger,2,2020-02-07 09:56:52,51.6,C2857,France,103.2
INV108563,PHONEC607,Phone Charger,2,2023-01-18 15:11:12,35.7,C2847,United Kingdom,71.4
INV108564,USB110,Usb Flash Drive,1,2020-08-01 10:58:50,20.16,C2724,Netherlands,20.16
INV108565,NOTE678,Notebook A4,1,2022-06-15 01:51:15,36.27,C1771,USA,36.27
INV108566,HEADPH609,Headphones,2,2021-03-07 02:40:35,22.08,C2935,USA,44.16
INV108567,LAMP507,Desk Lamp,2,2022-10-23 04:12:45,44.1,C2950,United Kingdom,88.2
INV108568,PHONEC328,Phone Charger,1,2023-02-22 03:44:14,27.17,C2964,Germany,27.17
INV108569,PHONEC717,Phone Charger,1,2021-08-25 13:49:31,27.45,C1470,United Kingdom,27.45
INV108570,PHONEC155,Phone Charger,1,2020-07-15 13:16:59,40.75,C1369,United Kingdom,40.75
INV108571,USB494,Usb Flash Drive,1,2021-06-18 14:53:09,8.56,C1516,United Kingdom,8.56
INV108572,HEADPH258,Headphones,4,2021-04-19 04:04:01,14.46,C1757,Germany,57.84
INV108573,BOOK551,Technical Book,3,2020-08-09 04:37:56,29.15,C1448,United Kingdom,87.44999999999999
INV108574,HEADPH888,Headphones,4,2022-03-19 06:16:12,8.86,C2025,France,35.44
INV108575,LAMP910,Desk Lamp,4,2021-12-27 18:08:16,24.58,C2611,Spain,98.32
INV108576,TSHIRT472,Company T-Shirt,4,2022-09-27 10:11:52,45.19,C2196,Australia,180.76
INV108577,LAMP731,Desk Lamp,2,2023-08-19 18:24:31,33.8,C1122,United Kingdom,67.6
INV108578,HEADPH325,Headphones,2,2021-04-19 23:44:22,23.18,C1245,Canada,46.36
INV108579,HEADPH137,Headphones,4,2020-07-11 15:26:54,43.73,C1689,United Kingdom,174.92
INV108580,BOOK954,Technical Book,1,2020-06-17 09:39:01,40.71,C1353,United Kingdom,40.71
INV108581,HEADPH440,Headphones,1,2020-06-28 15:11:48,26.08,C1517,USA,26.08
INV108582,TSHIRT289,Company T-Shirt,2,2020-08-02 13:28:13,23.7,C1542,United Kingdom,47.4
INV108583,USB857,Usb Flash Drive,1,2023-10-29 18:12:45,19.3,C1581,Australia,19.3
INV108584,BOOK845,Technical Book,3,2023-05-05 10:24:21,17.8,C2227,United Kingdom,53.400000000000006
INV108585,NOTE917,Notebook A4,1,2023-09-13 20:52:31,24.39,C1526,United Kingdom,24.39
INV108586,BAG145,Reusable Bag,4,2022-08-06 20:18:19,8.2,C2710,United Kingdom,32.8
INV108587,HEADPH121,Headphones,3,2022-05-27 04:54:59,13.51,C2036,United Kingdom,40.53
INV108588,PHONEC352,Phone Charger,1,2021-01-28 16:10:27,51.17,C2660,Spain,51.17
INV108589,USB277,Usb Flash Drive,2,2020-12-03 11:22:34,6.63,C2906,Australia,13.26
INV108590,BOOK388,Technical Book,3,2020-01-05 17:41:20,22.83,C2372,Canada,68.49
INV108591,TSHIRT965,Company T-Shirt,1,2022-06-13 09:31:19,15.17,C1247,Australia,15.17
INV108592,PEN810,"Pen, Blue Ink",4,2020-12-14 15:50:59,14.86,C1553,Germany,59.44
INV108593,BAG433,Reusable Bag,3,2021-08-01 05:38:25,1.57,C1721,United Kingdom,4.71
INV108594,NOTE246,Notebook A4,1,2023-02-14 07:11:21,29.74,C1789,Australia,29.74
INV108595,MUG646,Coffee Mug,4,2020-06-29 07:33:59,15.24,C1881,Netherlands,60.96
INV108596,USB962,Usb Flash Drive,-2,2021-12-06 02:38:08,28.27,C1251,United Kingdom,-56.54
INV108597,USB991,Usb Flash Drive,4,2021-07-13 04:49:30,34.0,C2366,Belgium,136.0
INV108598,MUG106,Coffee Mug,1,2022-09-12 12:21:08,28.13,C1741,United Kingdom,28.13
INV108599,PHONEC163,Phone Charger,4,2022-10-27 23:15:04,34.51,C2848,Canada,138.04
INV108600,PHONEC549,Phone Charger,2,2020-12-18 00:28:55,8.51,C1560,Netherlands,17.02
INV108601,MUG310,Coffee Mug,3,2022-03-12 06:51:00,7.65,C1147,France,22.950000000000003
INV108602,MUG316,Coffee Mug,2,2023-09-06 22:30:42,3.95,C2417,United Kingdom,7.9
INV108603,NOTE516,Notebook A4,4,2021-05-23 05:30:50,24.28,C2917,Germany,97.12
INV108604,BAG999,Reusable Bag,1,2021-05-14 05:37:50,20.11,C1924,United Kingdom,20.11
INV108605,HEADPH398,Headphones,3,2022-05-29 15:58:56,54.41,C1919,United Kingdom,163.23
INV108606,USB980,Usb Flash Drive,6,2022-11-03 18:31:16,13.99,C2258,United Kingdom,83.94
INV108607,TSHIRT557,Company T-Shirt,1,2022-02-27 19:34:01,25.86,C2299,Netherlands,25.86
INV108608,TSHIRT688,Company T-Shirt,3,2023-04-10 05:29:58,6.46,C1937,Canada,19.38
INV108609,LAMP306,Desk Lamp,3,2021-02-01 02:39:18,21.61,C2243,USA,64.83
INV108610,HEADPH518,Headphones,4,2020-11-17 14:40:59,46.4,C1709,Netherlands,185.6
INV108611,LAMP335,Desk Lamp,2,2020-01-10 12:01:37,42.23,C2452,Canada,84.46
INV108612,HEADPH314,Headphones,2,2023-08-16 18:15:18,16.18,C1865,Germany,32.36
INV108613,BAG226,Reusable Bag,3,2020-06-03 14:26:53,11.88,C1065,Germany,35.64
INV108614,BAG560,Reusable Bag,2,2020-08-07 17:36:34,43.07,C2456,Netherlands,86.14
INV108615,BAG312,Reusable Bag,1,2021-09-11 01:30:04,11.11,C1699,France,11.11
INV108616,BAG204,Reusable Bag,1,2021-01-22 07:16:15,22.59,C2093,France,22.59
INV108617,NOTE207,Notebook A4,1,2022-11-14 00:34:20,12.4,C2629,France,12.4
INV108618,PHONEC355,Phone Charger,3,2020-01-24 05:44:06,50.86,C1572,United Kingdom,152.57999999999998
INV108619,PEN327,"Pen, Blue Ink",1,2020-09-01 21:44:08,28.51,C2101,Australia,28.51
INV108620,LAMP298,Desk Lamp,1,2023-08-12 13:18:09,24.39,C2713,France,24.39
INV108621,TSHIRT676,Company T-Shirt,1,2023-09-30 08:46:24,6.36,C1724,Germany,6.36
INV108622,NOTE351,Notebook A4,3,2022-01-06 17:38:48,26.33,C2861,Spain,78.99
INV108623,USB122,Usb Flash Drive,3,2023-04-02 03:04:30,27.16,C1177,United Kingdom,81.48
INV108624,BOOK530,Technical Book,1,2020-01-26 18:12:30,25.64,C2586,Netherlands,25.64
INV108625,BOOK396,Technical Book,1,2021-12-24 02:10:12,26.93,C1482,France,26.93
INV108626,MUG278,Coffee Mug,1,2022-04-20 23:46:32,22.71,C2946,United Kingdom,22.71
INV108627,HEADPH719,Headphones,2,2023-02-04 23:16:07,21.12,C1636,Germany,42.24
INV108628,USB900,Usb Flash Drive,2,2020-08-02 23:14:26,27.68,C2910,United Kingdom,55.36
INV108629,MUG201,Coffee Mug,1,2022-05-22 23:20:46,11.48,C2426,United Kingdom,11.48
INV108630,BAG525,Reusable Bag,4,2021-11-21 01:34:10,34.41,C2589,Belgium,137.64
INV108631,PHONEC179,Phone Charger,3,2021-08-15 01:12:27,26.42,C1123,United Kingdom,79.26
INV108632,LAMP767,Desk Lamp,1,2023-04-06 18:04:26,10.86,C1983,United Kingdom,10.86
INV108633,LAMP138,Desk Lamp,2,2022-12-08 02:20:27,47.28,C1278,Netherlands,94.56
INV108634,HEADPH288,Headphones,2,2023-08-08 12:52:55,5.8,C2252,United Kingdom,11.6
INV108635,PHONEC483,Phone Charger,1,2022-03-21 15:14:00,13.59,C1865,Germany,13.59
INV108636,BAG195,Reusable Bag,2,2022-05-07 20:06:36,29.32,C2092,Spain,58.64
INV108637,MUG142,Coffee Mug,1,2020-08-20 10:35:30,38.64,C2141,United Kingdom,38.64
INV108638,HEADPH638,Headphones,1,2021-02-05 01:57:46,23.17,C1462,Belgium,23.17
INV108639,NOTE692,Notebook A4,3,2021-07-28 07:11:50,8.82,C1928,Spain,26.46
INV108640,PEN126,"Pen, Blue Ink",3,2023-05-19 05:38:43,19.65,C2267,France,58.949999999999996
INV108641,BOOK915,Technical Book,1,2020-12-28 14:29:00,22.29,C1698,United Kingdom,22.29
INV108642,MUG604,Coffee Mug,2,2023-08-28 10:21:35,26.52,C1014,United Kingdom,53.04
INV108643,USB738,Usb Flash Drive,4,2023-08-30 16:20:36,32.37,C2690,United Kingdom,129.48
INV108644,PHONEC164,Phone Charger,2,2023-06-15 06:15:16,30.41,C2094,United Kingdom,60.82
INV108645,BAG438,Reusable Bag,1,2022-12-27 04:16:02,22.43,C1945,United Kingdom,22.43
INV108646,LAMP238,Desk Lamp,1,2021-02-28 06:17:45,15.23,C1312,United Kingdom,15.23
INV108647,MUG138,Coffee Mug,4,2021-11-02 09:19:04,35.92,C2373,France,143.68
INV108648,BAG601,Reusable Bag,5,2023-02-01 10:46:03,24.54,C2213,USA,122.69999999999999
INV108649,TSHIRT187,Company T-Shirt,1,2021-04-25 23:20:01,20.04,C1753,United Kingdom,20.04
INV108650,TSHIRT374,Company T-Shirt,2,2022-01-09 21:51:03,32.1,C1822,United Kingdom,64.2
INV108651,PEN951,"Pen, Blue Ink",3,2022-08-31 22:54:27,7.73,C1106,United Kingdom,23.19
INV108652,TSHIRT509,Company T-Shirt,4,2022-05-27 07:53:21,8.24,C1355,Spain,32.96
INV108653,PHONEC962,Phone Charger,4,2021-05-10 17:24:17,17.43,C2226,United Kingdom,69.72
INV108654,USB386,Usb Flash Drive,1,2023-08-20 00:37:17,19.14,C2307,USA,19.14
INV108655,PHONEC604,Phone Charger,4,2021-05-14 19:38:54,7.16,C1688,USA,28.64
INV108656,HEADPH731,Headphones,3,2022-08-09 01:08:28,45.69,C1027,France,137.07
INV108657,BAG908,Reusable Bag,2,2020-08-24 16:09:29,38.99,C2498,United Kingdom,77.98
INV108658,NOTE701,Notebook A4,1,2021-04-09 13:12:02,29.05,C2290,United Kingdom,29.05
INV108659,TSHIRT342,Company T-Shirt,2,2021-01-30 07:37:36,17.64,C1004,United Kingdom,35.28
INV108660,USB694,Usb Flash Drive,1,2023-10-10 15:18:50,32.82,C2551,Spain,32.82
INV108661,NOTE419,Notebook A4,5,2020-04-09 03:02:10,32.31,C1037,United Kingdom,161.55
INV108662,LAMP313,Desk Lamp,1,2023-10-18 07:16:40,12.23,C1185,Spain,12.23
INV108663,BOOK928,Technical Book,2,2020-12-06 06:20:26,15.2,C1014,United Kingdom,30.4
INV108664,LAMP497,Desk Lamp,3,2021-02-28 02:48:46,8.26,C1111,United Kingdom,24.78
INV108665,BOOK336,Technical Book,1,2022-03-27 08:15:16,27.05,C1267,Netherlands,27.05
INV108666,TSHIRT259,Company T-Shirt,3,2020-04-17 20:00:54,19.64,C1193,Spain,58.92
INV108667,NOTE807,Notebook A4,1,2022-08-31 03:07:14,10.54,C1015,United Kingdom,10.54
INV108668,LAMP576,Desk Lamp,1,2021-08-27 11:31:15,13.18,C2233,United Kingdom,13.18
INV108669,PEN718,"Pen, Blue Ink",2,2021-11-15 04:00:35,22.58,C1512,Australia,45.16
INV108670,USB175,Usb Flash Drive,2,2020-02-29 20:10:24,15.54,C2172,Spain,31.08
INV108671,PEN522,"Pen, Blue Ink",5,2020-01-12 12:06:49,30.31,C2453,Germany,151.54999999999998
INV108672,BAG261,Reusable Bag,2,2023-07-29 13:02:18,26.35,C2634,Canada,52.7
INV108673,USB189,Usb Flash Drive,1,2023-05-09 13:26:16,23.05,C1462,Belgium,23.05
INV108674,BAG370,Reusable Bag,2,2022-01-10 06:37:50,22.94,C1885,United Kingdom,45.88
INV108675,PEN925,"Pen, Blue Ink",1,2020-11-03 06:45:42,36.85,C2335,Spain,36.85
INV108676,BOOK155,Technical Book,3,2022-09-07 03:33:40,32.74,C2079,Australia,98.22
INV108677,BOOK401,Technical Book,3,2020-02-14 06:08:09,19.48,C1668,United Kingdom,58.44
INV108678,BAG550,Reusable Bag,2,2022-01-20 16:13:45,30.23,C2980,United Kingdom,60.46
INV108679,TSHIRT476,Company T-Shirt,1,2023-04-02 01:35:46,11.24,C1166,United Kingdom,11.24
INV108680,USB231,Usb Flash Drive,1,2021-01-27 05:30:12,44.41,C2020,Netherlands,44.41
INV108681,LAMP810,Desk Lamp,1,2023-06-19 17:57:24,17.67,C2768,United Kingdom,17.67
INV108682,USB224,Usb Flash Drive,1,2020-11-30 14:20:11,31.07,C2573,Canada,31.07
INV108683,PHONEC709,Phone Charger,2,2023-07-02 19:04:55,44.7,C1951,Netherlands,89.4
INV108684,BOOK201,Technical Book,2,2023-02-08 09:04:32,30.52,C1236,United Kingdom,61.04
INV108685,USB168,Usb Flash Drive,1,2020-08-20 03:24:30,10.73,C1216,United Kingdom,10.73
INV108686,TSHIRT399,Company T-Shirt,3,2020-08-25 05:43:26,43.79,C2481,United Kingdom,131.37
INV108687,TSHIRT526,Company T-Shirt,3,2022-01-16 11:07:03,22.99,C2025,France,68.97
INV108688,BAG858,Reusable Bag,1,2022-06-27 02:42:25,12.28,C1152,United Kingdom,12.28
INV108689,TSHIRT100,Company T-Shirt,3,2020-07-08 20:52:32,36.41,C2723,United Kingdom,109.22999999999999
INV108690,LAMP425,Desk Lamp,2,2021-10-19 11:17:47,20.92,C1823,United Kingdom,41.84
INV108691,USB296,Usb Flash Drive,1,2022-09-01 00:10:44,10.98,C2111,United Kingdom,10.98
INV108692,NOTE604,Notebook A4,1,2023-08-23 03:18:16,3.18,C2828,USA,3.18
INV108693,NOTE496,Notebook A4,2,2022-08-03 01:03:11,29.44,C2856,USA,58.88
INV108694,PEN788,"Pen, Blue Ink",5,2020-08-20 03:46:09,8.5,C2331,Belgium,42.5
INV108695,PHONEC780,Phone Charger,2,2021-03-29 03:17:38,37.95,C1436,United Kingdom,75.9
INV108696,NOTE130,Notebook A4,1,2022-07-20 05:54:37,26.03,C2293,Netherlands,26.03
INV108697,USB489,Usb Flash Drive,1,2022-08-20 21:22:36,38.04,C2975,Australia,38.04
INV108698,BOOK131,Technical Book,3,2021-06-15 00:26:41,17.83,C2717,Netherlands,53.489999999999995
INV108699,USB899,Usb Flash Drive,2,2021-08-18 04:43:43,39.29,C1130,United Kingdom,78.58
INV108700,HEADPH972,Headphones,1,2023-02-06 05:24:31,14.58,C1117,United Kingdom,14.58
INV108701,BOOK377,Technical Book,4,2021-07-27 07:29:31,9.94,C1251,United Kingdom,39.76
INV108702,TSHIRT956,Company T-Shirt,2,2023-09-15 02:32:17,9.26,C1353,United Kingdom,18.52
INV108703,HEADPH774,Headphones,3,2021-10-11 10:37:06,21.95,C2799,United Kingdom,65.85
INV108704,MUG249,Coffee Mug,1,2021-07-16 19:13:48,36.17,C1893,United Kingdom,36.17
INV108705,PEN400,"Pen, Blue Ink",1,2023-08-12 15:29:21,11.51,C2950,United Kingdom,11.51
INV108706,NOTE367,Notebook A4,1,2022-05-15 18:36:45,31.25,C1150,Canada,31.25
INV108707,PHONEC200,Phone Charger,2,2023-05-08 12:39:34,2.3,C1459,United Kingdom,4.6
INV108708,LAMP385,Desk Lamp,1,2020-10-31 08:40:03,10.08,C1692,France,10.08
INV108709,BOOK166,Technical Book,1,2021-10-14 05:20:49,26.12,C1865,Germany,26.12
INV108710,TSHIRT432,Company T-Shirt,2,2022-05-19 09:21:41,44.92,C2014,Netherlands,89.84
INV108711,BAG870,Reusable Bag,1,2020-07-20 15:46:14,32.25,C2895,Belgium,32.25
INV108712,USB134,Usb Flash Drive,2,2020-01-20 15:39:40,18.84,C2188,United Kingdom,37.68
INV108713,TSHIRT807,Company T-Shirt,2,2020-07-30 03:29:59,52.34,C2322,Canada,104.68
INV108714,NOTE790,Notebook A4,2,2021-04-03 23:22:09,27.28,C1974,United Kingdom,54.56
INV108715,BAG875,Reusable Bag,1,2023-07-19 03:49:46,44.85,C1870,United Kingdom,44.85
INV108716,HEADPH968,Headphones,2,2023-01-17 21:47:42,10.48,C2938,France,20.96
INV108717,HEADPH690,Headphones,5,2023-01-01 15:35:29,13.7,C2308,United Kingdom,68.5
INV108718,USB154,Usb Flash Drive,2,2022-07-16 13:40:49,22.56,C2534,United Kingdom,45.12
INV108719,PHONEC380,Phone Charger,1,2021-04-10 00:29:54,9.57,C2639,Canada,9.57
INV108720,USB754,Usb Flash Drive,2,2023-07-22 10:07:58,46.47,C2379,Germany,92.94
INV108721,HEADPH373,Headphones,3,2021-05-07 08:40:10,17.9,C1627,Belgium,53.699999999999996
INV108722,LAMP542,Desk Lamp,1,2022-08-18 09:03:05,12.04,C1760,United Kingdom,12.04
INV108723,PEN614,"Pen, Blue Ink",3,2020-07-11 15:31:51,19.45,C1978,France,58.349999999999994
INV108724,USB781,Usb Flash Drive,2,2021-05-09 02:47:07,26.43,C1319,United Kingdom,52.86
INV108725,HEADPH360,Headphones,3,2021-10-16 01:46:33,54.86,C2438,United Kingdom,164.57999999999998
INV108726,LAMP118,Desk Lamp,2,2021-03-14 17:14:57,33.97,C2628,United Kingdom,67.94
INV108727,NOTE736,Notebook A4,2,2022-11-27 11:55:22,21.69,C2531,Spain,43.38
INV108728,HEADPH118,Headphones,1,2021-07-04 23:27:24,2.43,C2172,Spain,2.43
INV108729,MUG435,Coffee Mug,2,2023-03-02 00:46:24,15.55,C1734,United Kingdom,31.1
INV108730,USB458,Usb Flash Drive,1,2020-03-07 21:48:27,5.96,C2345,United Kingdom,5.96
INV108731,MUG643,Coffee Mug,2,2022-10-25 02:27:16,8.83,C2168,United Kingdom,17.66
INV108732,MUG617,Coffee Mug,5,2022-03-10 14:29:55,23.28,C2494,Spain,116.4
INV108733,BAG750,Reusable Bag,3,2023-05-26 22:02:57,48.66,C2938,France,145.98
INV108734,NOTE197,Notebook A4,1,2022-05-22 23:08:09,41.18,C1589,United Kingdom,41.18
INV108735,TSHIRT949,Company T-Shirt,1,2020-03-13 23:09:55,8.14,C1709,Netherlands,8.14
INV108736,MUG761,Coffee Mug,3,2022-09-26 18:40:13,16.44,C1780,Netherlands,49.32000000000001
INV108737,PEN853,"Pen, Blue Ink",4,2022-11-11 19:23:47,25.06,C2252,United Kingdom,100.24
INV108738,BOOK191,Technical Book,3,2022-10-25 07:19:55,10.76,C1110,United Kingdom,32.28
INV108739,NOTE440,Notebook A4,2,2022-07-31 21:12:38,5.55,C1307,United Kingdom,11.1
INV108740,PHONEC314,Phone Charger,2,2020-10-31 05:49:56,37.36,C2798,United Kingdom,74.72
INV108741,MUG597,Coffee Mug,5,2021-11-05 14:12:20,7.32,C1166,United Kingdom,36.6
INV108742,PEN631,"Pen, Blue Ink",2,2023-11-14 07:47:54,4.62,C1709,Netherlands,9.24
INV108743,BOOK279,Technical Book,2,2020-09-09 15:27:35,46.4,C2931,Germany,92.8
INV108744,NOTE294,Notebook A4,5,2021-06-18 03:20:49,32.57,C2432,France,162.85
INV108745,HEADPH293,Headphones,2,2023-08-29 18:00:23,3.86,C1357,Germany,7.72
INV108746,HEADPH983,Headphones,2,2021-04-21 17:50:35,2.56,C1646,Germany,5.12
INV108747,NOTE839,Notebook A4,2,2023-10-16 11:16:09,34.35,C2859,Belgium,68.7
INV108748,TSHIRT549,Company T-Shirt,3,2021-01-14 01:15:46,20.48,C2247,United Kingdom,61.44
INV108749,HEADPH478,Headphones,1,2021-06-18 04:04:31,31.91,C2835,Spain,31.91
INV108750,NOTE394,Notebook A4,1,2023-06-18 22:26:38,40.13,C1932,Australia,40.13
INV108751,USB779,Usb Flash Drive,1,2023-03-06 04:56:58,5.14,C1103,France,5.14
INV108752,USB926,Usb Flash Drive,3,2021-04-08 23:20:16,5.45,C2625,Netherlands,16.35
INV108753,LAMP805,Desk Lamp,1,2022-01-15 13:04:00,17.67,C2768,United Kingdom,17.67
INV108754,PHONEC722,Phone Charger,1,2022-10-03 17:59:58,7.88,C2400,United Kingdom,7.88
INV108755,LAMP402,Desk Lamp,1,2021-04-03 14:23:43,16.03,C2446,Netherlands,16.03
INV108756,HEADPH699,Headphones,2,2021-03-07 16:45:36,12.67,C1373,Netherlands,25.34
INV108757,BAG201,Reusable Bag,1,2022-12-02 22:49:20,26.44,C1305,Australia,26.44
INV108758,NOTE252,Notebook A4,1,2020-09-18 21:13:34,6.98,C2394,United Kingdom,6.98
INV108759,NOTE175,Notebook A4,1,2020-07-27 23:10:45,13.16,C1656,United Kingdom,13.16
INV108760,PEN586,"Pen, Blue Ink",5,2020-08-06 01:04:11,16.44,C1424,United Kingdom,82.2
INV108761,PEN514,"Pen, Blue Ink",3,2020-12-30 09:28:16,44.31,C1763,Belgium,132.93
INV108762,PHONEC274,Phone Charger,2,2021-08-13 03:46:17,21.54,C1571,USA,43.08
INV108763,MUG976,Coffee Mug,1,2021-01-06 08:18:23,32.63,C2685,Canada,32.63
INV108764,PHONEC636,Phone Charger,1,2022-09-18 09:04:32,20.16,C1068,United Kingdom,20.16
INV108765,HEADPH411,Headphones,2,2020-05-01 20:57:14,6.97,C2815,Australia,13.94
INV108766,NOTE112,Notebook A4,1,2021-05-24 17:28:39,2.76,C2701,United Kingdom,2.76
INV108767,USB631,Usb Flash Drive,3,2023-02-24 16:00:20,48.87,C2996,Australia,146.60999999999999
INV108768,MUG214,Coffee Mug,2,2020-09-10 08:11:56,52.79,C2265,United Kingdom,105.58
INV108769,PHONEC484,Phone Charger,1,2021-01-15 05:07:03,4.34,C2938,France,4.34
INV108770,PEN314,"Pen, Blue Ink",1,2023-06-18 21:42:06,22.68,C2056,USA,22.68
INV108771,NOTE176,Notebook A4,3,2023-07-03 08:26:33,16.11,C1762,United Kingdom,48.33
INV108772,PHONEC831,Phone Charger,1,2021-09-09 09:49:43,37.63,C2725,United Kingdom,37.63
INV108773,BAG302,Reusable Bag,3,2023-01-11 00:06:48,16.09,C2145,Canada,48.269999999999996
INV108774,HEADPH226,Headphones,3,2021-04-18 19:47:47,31.03,C1569,United Kingdom,93.09
INV108775,BAG787,Reusable Bag,1,2022-07-01 02:13:41,9.46,C2624,United Kingdom,9.46
INV108776,BOOK962,Technical Book,1,2020-12-12 11:08:54,40.58,C1545,United Kingdom,40.58
INV108777,PEN115,"Pen, Blue Ink",4,2022-06-19 17:46:39,45.49,C1631,Canada,181.96
INV108778,BAG765,Reusable Bag,1,2021-12-30 11:43:13,27.39,C2871,United Kingdom,27.39
INV108779,MUG665,Coffee Mug,2,2021-02-22 09:36:16,7.51,C2062,USA,15.02
INV108780,NOTE783,Notebook A4,7,2022-11-12 00:59:55,22.58,C2366,Belgium,158.06
INV108781,LAMP629,Desk Lamp,1,2023-08-28 08:27:33,32.96,C1366,Australia,32.96
INV108782,MUG603,Coffee Mug,2,2022-12-31 10:12:23,7.21,C1118,Canada,14.42
INV108783,PHONEC627,Phone Charger,3,2020-12-05 12:24:04,7.36,C2997,United Kingdom,22.080000000000002
INV108784,BAG480,Reusable Bag,1,2022-08-09 02:33:14,5.63,C1725,USA,5.63
INV108785,NOTE321,Notebook A4,2,2021-10-19 08:33:03,2.58,C1603,United Kingdom,5.16
INV108786,PEN526,"Pen, Blue Ink",1,2022-02-19 14:57:46,21.9,C1913,United Kingdom,21.9
INV108787,PEN318,"Pen, Blue Ink",2,2023-08-13 14:37:17,21.36,C2010,United Kingdom,42.72
INV108788,NOTE907,Notebook A4,3,2020-07-23 20:51:53,4.96,C1477,Germany,14.879999999999999
INV108789,BOOK206,Technical Book,2,2023-11-28 03:23:48,32.2,C2471,Belgium,64.4
INV108790,USB126,Usb Flash Drive,2,2021-11-21 08:01:04,32.73,C2208,United Kingdom,65.46
INV108791,BAG361,Reusable Bag,4,2020-08-21 06:55:44,39.85,C2003,Belgium,159.4
INV108792,HEADPH179,Headphones,1,2022-10-06 22:40:27,11.11,C1471,Australia,11.11
INV108793,BAG746,Reusable Bag,1,2022-09-21 20:50:04,32.72,C1017,France,32.72
INV108794,BOOK694,Technical Book,1,2020-07-18 19:36:16,48.34,C1056,United Kingdom,48.34
INV108795,PEN629,"Pen, Blue Ink",3,2021-08-10 13:30:36,23.68,C1104,Canada,71.03999999999999
INV108796,MUG286,Coffee Mug,6,2020-07-16 14:14:29,17.08,C1976,Germany,102.47999999999999
INV108797,TSHIRT541,Company T-Shirt,2,2020-09-17 10:52:12,33.58,C1919,United Kingdom,67.16
INV108798,HEADPH468,Headphones,2,2021-05-14 05:22:04,68.78,C2908,United Kingdom,137.56
INV108799,USB436,Usb Flash Drive,2,2020-05-04 15:27:33,24.16,C2886,United Kingdom,48.32
INV108800,LAMP833,Desk Lamp,2,2020-02-19 12:12:26,26.75,C2178,USA,53.5
INV108801,HEADPH222,Headphones,2,2023-07-02 23:08:47,37.83,C1787,United Kingdom,75.66
INV108802,HEADPH736,Headphones,3,2020-11-21 01:14:43,11.78,C2667,Australia,35.339999999999996
INV108803,LAMP421,Desk Lamp,2,2020-02-16 08:31:31,1.73,C2123,USA,3.46
INV108804,USB201,Usb Flash Drive,3,2020-01-23 19:33:20,30.44,C2437,Netherlands,91.32000000000001
INV108805,BOOK384,Technical Book,1,2023-01-10 09:34:38,8.75,C2543,United Kingdom,8.75
INV108806,HEADPH898,Headphones,1,2023-11-28 19:36:39,50.16,C1668,United Kingdom,50.16
INV108807,HEADPH289,Headphones,3,2021-06-23 10:43:10,14.23,C2493,United Kingdom,42.69
INV108808,TSHIRT470,Company T-Shirt,3,2020-04-23 23:09:01,1.33,C1644,United Kingdom,3.99
INV108809,USB529,Usb Flash Drive,1,2023-11-15 11:51:47,20.43,C2994,USA,20.43
INV108810,PEN149,"Pen, Blue Ink",1,2023-03-01 06:20:44,30.39,C1574,Canada,30.39
INV108811,HEADPH853,Headphones,2,2021-10-09 21:53:49,24.62,C1806,Australia,49.24
INV108812,PEN329,"Pen, Blue Ink",4,2020-02-19 02:36:18,19.33,C1497,United Kingdom,77.32
